label,corr_dim,move_top,move_rand,drop_max
1,9.099941412317161,10.519880294799805,4.469422340393066,0.6646201674250056
1,9.870908038464759,11.384150505065918,4.789437294006348,0.6499958890043283
1,9.971613174788729,5.351235866546631,2.6586506366729736,0.5375363924570568
1,9.541522616886573,11.056296348571777,2.1137642860412598,0.5922837250991142
1,9.088939606612824,11.567472457885742,1.867967963218689,0.7747028381239374
1,9.451999324179873,11.885505676269531,1.3168561458587646,0.9947472075472952
1,9.848709668369926,9.048800468444824,10.963573455810547,0.3729036891353189
1,9.45153411051837,2.543259382247925,1.338584542274475,0.1881377994884433
1,11.120231289520929,8.3208646774292,4.324416637420654,0.51521598595185
1,10.499913562234475,9.293538093566895,0.9661244750022888,0.9172050105866439
1,7.692330719892212,13.501882553100586,1.9675763845443726,0.8747252343245179
1,11.146316219197866,2.9597740173339844,2.3115077018737793,0.09216060631328542
1,8.18057933564872,11.264223098754883,2.6897428035736084,0.5860049089522626
1,9.640929501890719,9.53361701965332,1.2902085781097412,0.6031476032744706
1,8.99925271073723,6.263068199157715,3.876319169998169,0.18356211717906232
1,11.134595922575947,9.317983627319336,3.493645429611206,0.6298844401905763
1,9.41906725711396,7.219188690185547,1.6597411632537842,0.5487481892524696
1,10.055126074634805,11.601511001586914,2.078392267227173,0.956022695731684
1,9.535435990952788,8.38155460357666,1.9506075382232666,0.4849793424019779
1,10.807153050601556,4.553671360015869,3.0972087383270264,0.18978674418356783
1,8.700419270306792,12.068410873413086,1.3712161779403687,0.9279606969338784
1,9.12466862364747,5.324662208557129,1.7798153162002563,0.0985531465223065
1,9.17692214158347,7.979983806610107,2.6066975593566895,0.3119076247311431
1,9.661772085830709,7.554159641265869,1.7328678369522095,0.3657029581044742
1,10.961044677773378,4.500107765197754,3.4559881687164307,0.27209555883591596
1,7.922869382631948,4.5698041915893555,6.80030632019043,0.4671804426617708
1,10.448731304299406,3.744574785232544,3.5432121753692627,0.19822404085652193
1,10.775168981792872,14.211173057556152,3.713595390319824,1.023864566290368
1,9.816162500816937,10.9248628616333,4.668638706207275,0.5192418515309162
1,9.537316623277105,7.4686994552612305,3.150930643081665,0.15526704187750057
1,10.036342387380518,7.519035339355469,2.4738030433654785,0.5333993572123017
1,9.111630062926233,10.329485893249512,1.4946216344833374,1.0960706451412217
1,8.457384911258597,4.590244770050049,7.975106239318848,0.3191501681831764
1,10.094871844903889,8.629430770874023,2.648719310760498,0.5549971393554569
1,10.072676307954477,11.936882972717285,3.2730157375335693,0.5414540509547906
1,9.314844244847551,9.086864471435547,2.1567909717559814,0.5080296238970445
1,10.066182861977438,6.950687885284424,2.133770704269409,0.23625587162168812
1,10.524042690941577,7.719716548919678,2.654991865158081,0.23721960595953498
1,9.113162121872245,8.37540054321289,2.172490119934082,0.4179694803118098
1,10.903035899805461,7.4010162353515625,6.160147190093994,0.36603669850105597
1,9.504333403024358,7.438838958740234,1.5210058689117432,0.30417309907878914
1,9.445715055256274,8.494722366333008,1.7871112823486328,0.3546870165318478
1,10.23224566052384,8.10011100769043,2.152662992477417,0.46965908473794116
1,10.840054234141144,6.645582675933838,1.9258008003234863,0.39904908904783953
1,7.583570570699779,12.707730293273926,2.0212185382843018,1.2127985778244037
1,9.011362472154197,4.0415449142456055,7.629659175872803,0.30580642869607916
1,7.919264433119602,11.582776069641113,2.0956687927246094,0.6954334403332028
1,9.48328656606425,11.608542442321777,2.038910388946533,1.0245061205335515
1,9.185090138869668,11.009211540222168,1.889833927154541,0.7207436753902584
1,9.107928564874232,6.741339206695557,2.144575595855713,0.4167167284827747
1,10.39595244981472,8.765201568603516,1.7314865589141846,0.6326194070637575
1,9.283495200558043,12.230257034301758,2.2293059825897217,0.8663834949638294
1,9.57594448932947,7.320864200592041,1.5489764213562012,0.2874651029722643
1,8.601654167463566,8.530176162719727,1.8503490686416626,0.6244128159735196
1,10.329616004005521,6.289592742919922,1.4638898372650146,0.34941498387777675
1,9.673802629594222,5.287538051605225,3.4503040313720703,0.6042147037818084
1,8.146815175998611,9.470573425292969,2.1547727584838867,0.48405750793192837
1,9.025745456660806,9.396174430847168,1.6694715023040771,0.7918973798192814
1,8.436021040402714,10.146232604980469,4.577012062072754,0.4358345844150972
1,8.784532988227378,9.561436653137207,1.750380277633667,0.44871306911424197
0,10.606041522527448,5.46290922164917,6.019630432128906,0.5360997204458395
0,10.075035890806733,11.603475570678711,4.135379791259766,0.5246972780671859
0,10.260713707755047,6.226413249969482,5.619518756866455,0.4932447361830166
0,9.726669245191614,5.032492160797119,4.33480167388916,0.49149401178241475
0,9.026891187091609,11.36798095703125,1.8905479907989502,0.940999560980199
0,9.978745456608735,6.548984527587891,7.488407135009766,0.3751650804567093
0,10.259879715925726,10.339404106140137,4.79939079284668,0.7507113581973308
0,11.387582325575368,15.82275104522705,3.383368730545044,1.27438382492026
0,9.778281108882348,5.046784400939941,1.2797214984893799,0.6159962330094004
0,9.228643180588888,11.349607467651367,3.380342721939087,0.37602025468396066
0,12.192649397044066,8.384857177734375,8.614665031433105,0.6346563781538013
0,9.639097540104721,5.98335075378418,5.882693290710449,0.5547448193363602
0,11.713756256603094,9.154488563537598,2.597259521484375,0.4540880966590794
0,9.208803557922634,10.130287170410156,6.484327793121338,0.4931492499278193
0,10.864947057423983,12.700912475585938,7.716594696044922,0.580118385345226
0,9.048544080965671,9.959790229797363,2.1106503009796143,0.6563485948775835
0,9.799452107127262,12.006429672241211,3.071474313735962,1.053451961814717
0,10.016228616164558,6.555438041687012,3.393866777420044,0.431471440522884
0,9.252751268650687,11.177266120910645,1.4003736972808838,0.9384632109876475
0,10.507059627460766,3.990341901779175,4.284754753112793,0.13297090671235057
0,9.820967535709123,13.810650825500488,2.289010763168335,1.2215290998949786
0,8.764461300399836,11.87585735321045,2.4694323539733887,0.6843588856910755
0,10.814002873050294,12.372661590576172,3.0025885105133057,0.8036606580052031
0,8.829054278578603,12.273477554321289,2.049173355102539,0.9644765782972273
0,9.28434438116781,7.719749450683594,1.8638160228729248,0.45911096541275304
0,10.73945181399635,6.161365509033203,3.1310958862304688,0.35522546702130603
0,10.817092102019057,14.497532844543457,6.649923324584961,1.3792835504869634
0,11.474426570785472,7.091697692871094,2.9760453701019287,0.5847220196160682
0,9.652766212617957,9.807861328125,1.384556531906128,0.6504650873692708
0,10.902407004817986,6.784266471862793,2.451394557952881,0.6490209788113134
0,8.088499777846136,11.848408699035645,1.9017744064331055,0.711733466377256
0,9.15365951340057,11.057215690612793,3.604677677154541,0.9441791166935399
0,8.665250063882956,10.72929859161377,2.361088275909424,0.6589252561930944
0,11.431980458899643,5.999119758605957,5.151939392089844,0.40858271163679605
0,10.931054294512322,7.586615085601807,2.5661780834198,0.6988012417836561
0,11.301151125511959,10.664873123168945,3.81545090675354,1.0598815849898362
0,10.567604155332559,9.18579387664795,5.581212520599365,0.5227928220839584
0,8.784615705532214,10.455100059509277,1.4216169118881226,0.5579611044331109
0,9.992833958999821,13.031791687011719,4.16746187210083,0.9203905380856364
0,9.545206451851724,8.771021842956543,2.4810101985931396,0.6637968618747653
0,10.189726341561494,4.656022071838379,5.987105369567871,0.3711426699650712
0,9.994070181650894,8.727777481079102,4.585925102233887,0.28067437866806977
0,9.827585155015827,5.0826616287231445,3.5919349193573,0.33673258529308814
0,11.003350028395234,8.576579093933105,2.578125476837158,0.3537173799198532
0,10.617038316559805,8.517265319824219,4.141881942749023,0.3991804191224539
0,9.189092165515548,11.40542984008789,1.4045743942260742,0.9958810902589794
0,8.98443738857233,5.6857147216796875,2.2454094886779785,0.20458369883134503
0,9.82439915453527,16.476560592651367,2.7207260131835938,1.0916185747677871
0,10.084749113898251,11.126693725585938,2.70088529586792,0.7935995390434982
0,9.549981306347302,11.842811584472656,3.3264617919921875,1.1660480386353689
0,8.941960446913457,7.5274658203125,2.9486382007598877,0.3068355366347055
0,9.247910448182244,13.278053283691406,1.8897228240966797,1.1147965058602893
0,9.091056780709634,11.438612937927246,2.2758026123046875,0.7881705730330435
0,9.57251475009105,7.300942897796631,1.7637691497802734,0.20695114134541653
0,10.482259246238945,7.382381916046143,3.8021740913391113,0.31280966995616205
0,8.978396644173003,10.093009948730469,2.4042370319366455,0.5693272209787341
0,9.047212302365281,12.733875274658203,1.9298222064971924,0.8057263998417329
0,9.647239338133929,7.542159557342529,2.418599843978882,0.37046620935575614
0,9.897403356203199,9.212804794311523,2.3300106525421143,0.798011286696447
0,9.256918996985226,14.873565673828125,3.3959999084472656,1.07542105877219
