label,drop_max,cd_early,cd_mid,cd_late,cd_noctx_mid,move_top,move_rand,move_len,move_lex,move_first
1,0.1566726020552018,8.24688873368167,9.823027192199689,8.41465182564192,9.35740221037468,7.581934452056885,1.4940769672393799,1.7371928691864014,3.2827515602111816,1.7371928691864014
1,0.7789249964014627,9.776732550051683,10.65323677011491,8.520267494085966,10.01771351095361,9.491390228271484,2.68560528755188,2.5410995483398438,2.68560528755188,2.5410995483398438
1,0.5743811556554176,8.534824323716148,10.58093057758053,8.909966313390683,10.218609838967778,10.313103675842285,1.9323244094848633,2.3367910385131836,1.9323244094848633,2.4873855113983154
1,0.5860049089522626,6.4785005183333055,8.18057933564872,6.593194363556253,7.5937811837157,11.264223098754883,2.209152936935425,2.6897428035736084,2.6897428035736084,1.6022037267684937
1,0.9829701953206677,6.846587114268166,8.56541667765543,7.295210003974127,7.895353144193342,12.288110733032227,2.120398759841919,2.120398759841919,2.120398759841919,1.3356587886810303
1,0.3528537466653354,8.133118583363487,10.063869183904565,8.435019432980567,9.86361510418989,7.339669704437256,2.5877487659454346,2.5877487659454346,1.9358612298965454,1.0800421237945557
1,0.7571556449277341,7.395730844122299,8.692071947974146,7.638153353617126,8.002971718636832,12.205670356750488,2.1283931732177734,3.0662155151367188,2.0572447776794434,3.0662155151367188
1,0.3657029581044742,8.132301368063581,9.661772085830709,7.545755585899258,9.46656498827314,7.554159641265869,1.7328678369522095,1.8539762496948242,1.8539762496948242,1.7328678369522095
1,0.5104197132200904,7.178305755799485,8.813744555958838,7.163415339132848,8.597692854829258,8.426277160644531,2.0893287658691406,2.0893287658691406,2.0893287658691406,2.0893287658691406
1,0.39348911669537295,8.112867859111546,9.925600894926395,7.0388765772432045,9.631755072469396,7.4805097579956055,2.9669814109802246,2.9669814109802246,2.186662435531616,2.186662435531616
1,0.30417309907878914,7.830579086710249,9.504333403024358,7.90558739394598,9.129604115755635,7.438838958740234,2.556896924972534,2.556896924972534,3.6212971210479736,3.6212971210479736
1,0.8315477389424086,7.818344016717315,9.188898896890368,6.881864906840452,8.862694105976527,11.621950149536133,2.299999237060547,1.8498237133026123,2.299999237060547,2.1973118782043457
1,0.44871306911424197,7.236515217952561,8.784532988227378,7.072428843372622,8.274713763614553,9.561436653137207,1.9821479320526123,3.0381808280944824,2.950951099395752,2.950951099395752
1,0.47410613063069545,6.116240933564872,8.02152034811665,6.816606610503214,7.347078896529454,10.415650367736816,2.1184096336364746,2.794454574584961,3.5910274982452393,2.1184096336364746
1,0.7012251292516612,7.43345590667083,8.732709553057235,7.476251884411608,8.061238783493502,8.811988830566406,2.0172390937805176,1.7716419696807861,1.7716419696807861,1.7716419696807861
1,1.1877581431437283,6.714412586276564,8.135553782131263,6.199453506866884,7.292868381326642,14.57446002960205,1.664424180984497,2.6306357383728027,2.076526641845703,2.076526641845703
1,0.2695635345486388,8.783416044007401,10.46486270204798,7.3563247662299425,10.218284169794567,3.335099697113037,5.893138408660889,2.682295799255371,2.682295799255371,5.893138408660889
1,0.913873150557812,7.403088493453468,8.943088073355884,7.092541291839346,8.189171763015743,10.1033296585083,2.405559778213501,2.462769031524658,2.1812937259674072,2.8565256595611572
1,0.5585930561491599,9.026656587622043,11.131952510914777,9.258125202086195,10.676817897957386,10.46965503692627,5.556405544281006,2.6497061252593994,5.556405544281006,5.556405544281006
1,0.47150776820792545,7.801224033824723,9.971213138068254,7.390038522158583,9.363997035632853,5.424550533294678,1.2854623794555664,2.4280762672424316,2.4280762672424316,2.4280762672424316
1,0.3603316558879975,7.80297277123711,9.673398777301458,7.501874164558167,9.052047741325712,4.388640403747559,2.0746679306030273,3.4626376628875732,3.4626376628875732,6.214511871337891
1,0.42190954379860174,9.4958287130877,10.744895132310791,8.572245173666127,10.185673209680134,7.0504326820373535,2.497166395187378,3.5863730907440186,8.679895401000977,8.679895401000977
1,0.33065417510368794,8.470522553159984,9.74126323061939,7.882544006144471,9.793880895421054,5.66669225692749,2.3717005252838135,3.6364586353302,4.497925758361816,4.497925758361816
1,0.19557028747356753,7.054089344560277,8.685979878990901,6.932694702157291,8.269318922969243,5.892460823059082,3.2821412086486816,3.2821412086486816,3.2821412086486816,3.2821412086486816
1,0.3212803959910816,7.3465711424314515,8.443181489118272,7.437243278879959,8.231564450131573,8.733882904052734,2.2320542335510254,2.444518566131592,1.8329089879989624,2.444518566131592
1,0.5383878569392767,7.30399696883006,9.112748852137509,7.437746019203364,8.832207584863479,7.363471508026123,2.001278877258301,2.001278877258301,2.001278877258301,2.001278877258301
1,0.4369605759232928,7.431374689095466,8.877583905883922,6.9739405790784,8.601981774164003,6.711801052093506,1.4526885747909546,3.366097927093506,3.366097927093506,3.366097927093506
1,0.5108402127610041,8.198957508453306,9.505643302565211,7.460614608859493,9.261485886241791,7.690853595733643,2.376671552658081,2.096256971359253,2.376671552658081,1.6207892894744873
1,0.5264410613314021,8.59271011493025,9.367681381772051,7.883999718079619,8.611484316764368,8.53038215637207,6.335929870605469,3.081529140472412,7.905149936676025,3.081529140472412
1,0.5549971393554569,8.320470614964734,10.094871844903889,7.85285868602239,10.010548021710443,8.629430770874023,2.648719310760498,2.997612953186035,2.997612953186035,3.4616591930389404
1,0.5234969560476355,6.750835861668972,8.501408253026792,6.4050130418904025,8.09017351357986,8.736352920532227,1.4178745746612549,1.7408668994903564,1.7408668994903564,1.6687748432159424
1,0.7918973798192814,7.644890407216164,9.025745456660806,7.177919863955779,8.436836074036481,9.396174430847168,1.6694715023040771,2.111840009689331,2.182511568069458,2.111840009689331
1,0.6264969399650162,9.360656530364386,9.75283254283877,8.009728051460526,9.512264685419144,7.340945243835449,6.030921459197998,5.152694225311279,6.030921459197998,5.152694225311279
1,0.2871694872050876,8.80206231575929,10.281606335654674,8.022959023787479,10.018057830017892,8.92431926727295,2.522705554962158,2.4182021617889404,3.6338746547698975,3.6338746547698975
1,0.4167167284827747,7.647212230317589,9.107928564874232,7.251509756426751,8.695206579479567,6.741339206695557,2.1213533878326416,2.144575595855713,2.144575595855713,1.8608205318450928
1,0.5180088352689363,9.451027674100644,10.924736228455327,9.399797964130062,10.55041611219654,5.0800886154174805,2.7654201984405518,2.2869296073913574,7.86541748046875,7.86541748046875
1,0.33270932734870534,8.684204563460458,10.296879665734696,8.313584373525932,10.050009197285284,7.347658634185791,4.86927604675293,4.563665866851807,4.86927604675293,3.6386759281158447
1,0.16879663435906167,7.927892807187431,9.990177016331717,7.900008284501316,9.492355951882859,1.7561485767364502,2.488433599472046,2.488433599472046,3.424757480621338,5.109687328338623
1,0.6156142235030482,9.979191735201386,10.95297346083674,8.396937505875435,10.452213107222347,11.38671588897705,3.3255324363708496,5.655661106109619,5.655661106109619,3.072788715362549
1,0.21013576071748372,9.263785898412834,10.771109619264424,7.755797086743979,9.543752231141154,5.146749019622803,2.8366858959198,7.647011756896973,7.647011756896973,7.647011756896973
1,0.5731234429167716,8.837432699035206,10.80422974709577,8.74560168571521,10.465906704301144,8.73585319519043,4.260601043701172,4.260601043701172,4.311972618103027,6.747631072998047
1,0.6990730948468717,7.903810139364601,9.557222824825848,7.467483409030999,9.0950677550645,9.320378303527832,1.6637251377105713,1.6637251377105713,1.4688656330108643,1.6637251377105713
1,0.217209070878838,7.258861662707511,8.789814729396218,7.07743451243656,8.655856773729727,7.888209342956543,2.036616086959839,1.692110300064087,1.692110300064087,2.0080745220184326
1,0.18546498038053733,9.228737942019155,10.865419872505727,8.737472502337287,10.290075896369155,5.8361711502075195,2.3465850353240967,2.5669333934783936,2.3465850353240967,2.3465850353240967
1,0.15526704187750057,8.253785084219487,9.537316623277105,8.379883357004017,9.475075336657019,7.4686994552612305,1.9971973896026611,3.150930643081665,1.8900623321533203,3.150930643081665
1,0.6499958890043283,7.719106076616418,9.870908038464759,7.592025832015497,8.848346997013454,11.384150505065918,5.288199424743652,4.789437294006348,5.288199424743652,4.279899597167969
1,0.30183780702162655,9.99780842765673,10.446905451387563,8.131958010157483,10.919665230764851,6.866026878356934,4.295250415802002,3.783867120742798,4.295250415802002,4.295250415802002
1,0.9336596974606503,7.932406084616263,9.49277689438267,7.610184833704222,8.845965115494197,11.263677597045898,3.7127461433410645,3.7127461433410645,3.7127461433410645,3.7127461433410645
1,0.27209555883591596,10.114233448635487,10.961044677773378,8.91384058229774,10.625695121094365,4.500107765197754,4.379129886627197,4.0355048179626465,4.379129886627197,5.63654088973999
1,0.2576683964224262,8.129922796974865,9.945955606568006,8.245446810351298,10.038967809058231,6.110600471496582,5.888928413391113,5.888928413391113,5.888928413391113,5.888928413391113
1,0.30493264666685316,8.862566341472867,9.599456692080418,7.999025933266598,9.842532903930621,5.4210100173950195,5.105130195617676,2.3975987434387207,6.51261043548584,5.105130195617676
1,0.3701978613939722,9.48813388983412,10.40823326234335,9.027735042350013,10.028621267828878,7.57325553894043,6.095909118652344,6.095909118652344,6.095909118652344,3.6028003692626953
1,0.3438210126254985,10.698062762897697,11.544721336022908,8.867682307875485,11.36012657862045,6.14782190322876,4.106847763061523,4.106847763061523,4.894136905670166,7.929441928863525
1,1.0816704021248866,7.021708077596155,8.848466747337298,7.218419760820642,8.23643809631492,11.94205379486084,1.963041067123413,1.963041067123413,1.492497205734253,1.3573871850967407
1,0.25566637495988725,8.717999858434784,10.748983365274485,8.333556370074174,10.136547160673368,7.089152812957764,2.378859043121338,2.994438409805298,2.8089332580566406,2.8089332580566406
1,1.023864566290368,8.949378100089902,10.775168981792872,8.901052107333355,10.031248001586851,14.211173057556152,1.800478458404541,7.192858695983887,7.192858695983887,7.192858695983887
1,0.09216060631328542,9.092393151893619,11.146316219197866,8.973488589308387,10.73075780321987,2.9597740173339844,3.4335122108459473,4.936227321624756,4.936227321624756,4.936227321624756
1,0.4363040685232238,8.350046770382969,9.88713515869971,8.208255004159703,9.618007862976052,6.480935573577881,2.0147716999053955,3.971860408782959,3.971860408782959,3.971860408782959
1,0.39255345952190207,7.384753327311926,9.449181955554543,7.611904003057486,9.286082517567364,6.216174125671387,1.431073784828186,1.3930937051773071,1.5618857145309448,1.3930937051773071
1,0.5080296238970445,7.427739770101171,9.314844244847551,7.014186831536832,8.666528716354184,9.086864471435547,2.165614366531372,2.1567909717559814,3.231971025466919,3.231971025466919
1,0.567158460754838,9.482042140143548,11.032666603710934,8.63432706088145,9.857964767903654,6.664885520935059,3.9911298751831055,4.907272815704346,7.349457263946533,7.349457263946533
1,0.6646201674250056,7.574870558578832,9.099941412317161,8.24112084700174,8.329404729328745,10.519880294799805,4.469422340393066,2.635108470916748,2.635108470916748,2.739769458770752
1,0.8714505098688915,6.632895073637559,8.117125536838358,6.934123211588363,7.664841920341378,11.242715835571289,2.568228006362915,1.9514700174331665,2.568228006362915,1.9514700174331665
1,0.4033635837227337,7.753829629177917,9.658059606172737,7.521081044728292,9.542088578077095,6.437474250793457,1.7030754089355469,1.7030754089355469,1.7030754089355469,1.7030754089355469
1,0.5646210169025907,7.070342926162984,8.12403493520417,6.607779062322457,7.749809702279214,10.074056625366211,1.8712794780731201,3.1450700759887695,3.1450700759887695,2.0890772342681885
1,0.7013298307374589,8.525161933998023,9.474522957519296,7.93751458513619,9.107232956690623,9.979957580566406,1.9053618907928467,1.946804404258728,1.946804404258728,1.9053618907928467
1,0.28003586773116834,7.99283445559105,9.562113633220507,7.554790099898514,9.433853031777891,7.661505222320557,1.2228116989135742,2.4764564037323,2.4764564037323,1.2228116989135742
1,0.9279606969338784,7.4956455597324645,8.700419270306792,7.021922066916708,7.9945833044154915,12.068410873413086,1.7867332696914673,2.2104029655456543,2.2104029655456543,1.7867332696914673
1,0.7747028381239374,7.3249089066054704,9.088939606612824,7.419471629708556,8.515503869794149,11.567472457885742,1.867967963218689,1.8092247247695923,1.8092247247695923,1.692151665687561
1,0.4154907313885192,8.560334271123297,10.183751387593635,8.138879526432412,9.93961695370981,8.361851692199707,2.1043078899383545,3.4361166954040527,3.4361166954040527,1.9000804424285889
1,0.5678013489800161,9.21598764785785,9.81056338403283,8.76032169831,9.061126867771485,6.307187557220459,5.285280704498291,5.734335422515869,6.711106300354004,5.734335422515869
1,0.35707212324494414,7.701068917065881,9.752638516426336,7.572398109046914,9.570097766063016,6.976137638092041,1.3890752792358398,2.2244458198547363,2.2244458198547363,1.3890752792358398
1,0.3729036891353189,8.40945464883658,9.848709668369926,7.941646324232743,9.212749454092197,9.048800468444824,2.8388760089874268,10.963573455810547,10.963573455810547,10.963573455810547
1,0.6225702479672951,7.9197457815464585,9.419469897754993,8.104051089267097,9.029461099515089,10.56200885772705,3.161572217941284,3.161572217941284,3.161572217941284,2.311159610748291
1,0.29797759789260453,8.249366213167217,9.472338841317413,7.45940686146899,8.949424413328316,8.362760543823242,2.9348597526550293,2.9348597526550293,2.3373749256134033,1.654441475868225
1,0.5922837250991142,8.101457122444842,9.541522616886573,7.415199786990325,9.051319118351419,11.056296348571777,2.1924972534179688,2.047126054763794,2.1924972534179688,2.1924972534179688
1,0.6326194070637575,9.177543678264572,10.39595244981472,8.568215723379087,10.12772358250688,8.765201568603516,1.693942666053772,1.7314865589141846,1.693942666053772,1.7314865589141846
1,0.5329917364466565,7.823279874917391,9.272729909785632,7.1244787840582555,8.569891095012462,6.968926906585693,1.0087919235229492,3.76080322265625,3.76080322265625,2.347809314727783
1,0.31295547398685586,7.874279619660138,9.563813366208903,7.822963150910073,9.386180605427953,7.32183313369751,2.081510066986084,1.8748559951782227,1.8748559951782227,1.157117247581482
1,0.39933385631051066,7.809176397299728,9.825876902591377,7.867877786907655,9.31543102385442,7.582128047943115,2.5405499935150146,1.8132266998291016,2.5405499935150146,2.5405499935150146
1,0.553946651250883,8.227442044704087,10.274114287821705,7.653090000988684,10.096060532763032,8.657186508178711,1.6835315227508545,1.6835315227508545,1.2498162984848022,1.3091152906417847
1,0.9172050105866439,8.647751960594343,10.499913562234475,8.1137061531766,9.846570662561795,9.293538093566895,3.2344424724578857,3.2344424724578857,3.2344424724578857,0.9661244750022888
1,0.4358345844150972,5.977136859994163,8.436021040402714,6.668000408643573,7.951894393326352,10.146232604980469,4.577012062072754,4.577012062072754,4.577012062072754,2.249976634979248
1,0.3191501681831764,6.745449351046973,8.457384911258597,7.314768275679751,7.81418484007912,4.590244770050049,2.0116419792175293,2.7592709064483643,2.7592709064483643,7.975106239318848
1,0.9009516687284486,8.14595235235562,9.200643232948035,7.205197917535073,8.379788292255112,12.204659461975098,1.2122503519058228,1.9066417217254639,1.9066417217254639,1.2122503519058228
1,0.5858928789262018,6.492742745582113,8.270443301061173,7.030940218469863,7.526576674313582,10.225847244262695,2.797064781188965,2.797064781188965,2.797064781188965,1.926574945449829
1,0.40161729236394694,7.208669067968706,8.901884937364676,6.900376376409208,8.56470515102834,7.782224655151367,2.4242970943450928,1.516770601272583,2.4242970943450928,1.516770601272583
1,0.23124105362404337,8.099066179203149,10.080369167787683,8.386491982740491,9.73112429760854,4.7616753578186035,2.6410040855407715,2.6410040855407715,2.7361669540405273,5.600575923919678
1,0.6364773292457002,8.902129667881951,9.803291555873288,8.225418340257079,9.129907540071027,9.34655475616455,3.1682586669921875,2.5772669315338135,3.1682586669921875,1.4481627941131592
1,0.42842743132762334,7.96074880526655,9.881126510977365,7.71606328711387,9.494025665681063,6.577493190765381,1.686641812324524,3.218578338623047,2.0616865158081055,1.9135098457336426
1,0.6042147037818084,9.442765514247645,9.673802629594222,7.965335555714554,9.164587200802154,5.287538051605225,5.902395725250244,5.902395725250244,5.053451061248779,5.902395725250244
1,0.5679077682312903,9.047729026712075,9.78604543792476,8.360461082937293,9.719789973975812,8.290303230285645,4.262929439544678,4.906135559082031,4.262929439544678,4.906135559082031
1,0.3128827010486999,8.777092113199767,10.690422103743247,8.362550304042283,10.524008148571337,6.748981952667236,1.9713107347488403,1.9713107347488403,1.9713107347488403,1.4510139226913452
